t,E,Z,phi,Qproj_mean
0.0,2.214353677912973,7.734279600570412,0.5078125,2.1218518030615945
0.036988346375677245,0.09522581631465499,0.38254735632547165,0.0,0.0
0.0753088528616815,0.10062569675624043,0.34681453562568604,0.0,0.0
0.09798343259013167,0.10419341842163891,0.3222574698925691,0.0,0.0
